model,ll,T_NDH,T_ND,N_Anc,N_Yor,N_ND,N_Den,N_Alt,T_H_N,p_H_N,N_Gho,MH_pulse,T_Gho,T_Gho_Den,p_Gho_Den,T_pHN,p_HN
832,-37.05216889632289,768568.7699681467,748668.7320805019,16199.548968617768,27886.26391724692,645.4065930260053,3536.2614149753504,2576.7332762959145,,,49999.9999995942,True,1000000.0,400000.0,0.06,225951.6123629912,0.0621748921948847
833,-39.30359980781618,779477.2286093583,739323.0849810538,16008.29722686924,28282.98059058653,1296.9346238083094,3448.5023182599853,2599.406290074589,219645.7680344456,0.0576204920930515,49999.99999999992,True,1000000.0,400000.0,0.07,,
834,-41.98532939437156,791444.4982524569,739848.1338924824,15806.891093062644,28682.447923628457,1639.981382505149,3382.883500431291,2625.730094056725,,,49999.99999939098,True,1000000.0,400000.0,0.08,215958.2056167943,0.0547925942163084
835,-44.67302944624611,795621.1888075201,754126.0494013072,15717.696392355949,28873.834097989373,1284.7337087884384,3335.418424041543,2649.495387361166,,,31748.07054636189,True,1000000.0,400000.0,0.09,208835.5149095617,0.0512058138681686
836,-48.15791657194357,803892.8595203499,755675.9789264852,15571.563475121136,29161.88536295513,1467.0025651980552,3283.2969178869084,2677.99220803962,,,18145.146581913617,True,1000000.0,400000.0,0.1,205400.837397706,0.0487595812026806
837,-43.44619798897327,778650.8571100555,664112.0655906126,16236.65388371694,27532.72969265875,4079.774949555422,3857.84428048885,2577.977195925625,,,500.00000011093465,True,1000000.0,500000.0,0.005,302041.4492043356,0.108070201751241
838,-41.30082672555484,754617.6131046278,732627.825398814,16578.62379640957,26915.56658863392,750.4837538017887,4054.3589695252176,2566.6733248465025,,,500.000000001766,True,1000000.0,500000.0,0.01,283766.08978661225,0.0999543856661507
839,-39.95595825051457,768580.1460416121,708180.5495000517,16334.2968764147,27424.51477694685,2086.642060621925,3920.48705088994,2562.8450927726967,,,49999.99999928413,True,1000000.0,500000.0,0.02,275117.8086828963,0.0918532324650037
840,-37.91021159655628,758627.2069859466,731831.4893954968,16446.648421342157,27270.88777361966,907.090865068348,3925.92453918426,2562.5037631449645,,,49999.99999968675,True,1000000.0,500000.0,0.03,259080.91605201623,0.0819072797986561
841,-37.43348723837374,768568.3205904977,722340.9602599317,16262.379494465878,27656.38146418673,1564.879705999224,3846.642125612349,2554.397982502041,,,49999.99999991563,True,1000000.0,500000.0,0.04,247286.3011946008,0.0743502757002289
842,-37.27153811907427,770311.5837971153,715588.3638948179,16203.441965415745,27819.59304297689,1846.5049027597408,3779.5352741400193,2567.171594013071,,,49999.99999976686,True,1000000.0,500000.0,0.05,237687.652110987,0.0675497897257414
843,-36.550336029414325,767444.5920862771,740450.8316536079,16213.585209198398,27853.721880570836,884.2150615510957,3781.893100827345,2623.0897719702866,,,49999.99999935004,True,1000000.0,500000.0,0.06,229637.29302005464,0.0613861475572212
844,-37.25805493498371,769467.7770459019,741861.5463892634,16149.63199373215,28012.376731039625,893.9523326683471,3734.711779003426,2629.155638054285,,,49999.99999997274,True,1000000.0,500000.0,0.07,217593.9663511861,0.0553625324768656
845,-39.28357030653303,782807.2497998005,720612.4250739049,15926.521614756512,28457.19831091073,2018.5849638321704,3655.238301917561,2652.3486892329506,214832.1599628392,0.0523028146065955,49999.99999987557,True,1000000.0,500000.0,0.08,,
846,-40.871121523125765,791343.4490413335,732519.8600649295,15774.94444438509,28761.650602789552,1862.9605383989351,3636.952487793322,2697.8012842179864,,,49567.44967166693,True,1000000.0,500000.0,0.09,210521.54882924815,0.0492234787367173
847,-43.052397192230295,791131.931004072,734667.0291372453,15749.822312064898,28850.504152121845,1761.0878067256983,3599.830564724097,2739.8059426599843,,,49999.99489305891,True,1000000.0,500000.0,0.1,204077.2195796631,0.0452439111055834
848,-35.62512943956473,762073.3716457734,744241.0367853075,16482.126858865442,27061.57137713824,602.763413060807,3730.5100927116855,2585.4810310805337,289601.4972413316,0.103238880457304,1557.8256519070055,True,1100000.0,100000.0,0.005,,
849,-35.33675795060587,773530.3218431652,738071.013091786,16278.324478271805,27464.141179767885,1215.7650734327945,3289.0021178842044,2364.170946136352,247278.20094150904,0.0881903516647741,15043.186163041166,True,1100000.0,100000.0,0.01,,
850,-56.060855270335416,803018.5034196263,735921.267577923,15767.409885794605,28420.63657379933,2283.769302438194,2390.6792754700077,2194.2162242332547,213770.6309870405,0.073883605239198,18893.114883402865,True,1100000.0,100000.0,0.02,,
851,-84.62918735755065,806884.1813824131,723240.4621505829,15649.807336813285,28670.500049981827,2837.135944743495,1436.7362334980824,2101.5043031907103,196363.81284577135,0.065548770034131,43221.34579664707,True,1100000.0,100000.0,0.03,,
852,-101.3207139542291,821753.0618285969,726741.6045669727,15385.192144835257,29210.35401205328,3156.3106560510587,1000.0000000063892,2111.6787075804496,187953.7948525086,0.0600070870335795,27422.300449399936,True,1100000.0,100000.0,0.04,,
853,-166.7167859940863,899999.9711097942,828022.164828706,14191.12659684889,31255.989028192384,2121.682942330604,1000.0000000090982,2083.032646641352,180930.4620738238,0.0606647671745759,7185.13605375345,True,1100000.0,100000.0,0.05,,
854,-307.67579721101566,899999.9999990735,647962.1622414889,14119.324917242224,31481.948996527848,8393.780497426384,1000.0000000000068,2111.705987229722,175290.60204909838,0.0555033925777088,4166.386600918513,True,1100000.0,100000.0,0.06,,
855,-572.5014789270278,899999.9999974556,795423.9258877949,14032.169748832928,31657.000544730683,3058.1968720242394,1000.0000000011712,2145.720913773277,165836.80063775866,0.0537607394820507,3511.393896711949,True,1100000.0,100000.0,0.07,,
856,-887.114563685205,899999.9999999992,502444.66827008047,13887.277145165608,31890.730225245792,14267.106880308418,1000.0000000000008,2050.0623584641776,154195.81656835592,0.0419815716726735,2357.140639543522,True,1100000.0,100000.0,0.08,,
857,-1303.002726225648,899999.9999999992,504515.9365449796,13720.485347152882,32035.39723273444,13977.746082015668,1000.0000000000068,2158.45593925568,150746.69144043658,0.0386704204819486,1771.329195972436,True,1100000.0,100000.0,0.09,,
858,-1788.6601325443291,899999.9999999992,501391.0177979289,13515.351268886212,32153.317100750293,13969.359180074842,1000.0000000000032,2280.373395296573,145131.47527247548,0.0335600217638622,1286.12789722628,True,1100000.0,100000.0,0.1,,
859,-37.546266889717145,770573.1201887081,726305.3185620869,16353.56825860204,27317.323025776917,1525.0030839964368,3816.506938375293,2526.540267446033,280182.25511293666,0.1007053401368199,49999.9999997784,True,1100000.0,150000.0,0.005,,
860,-35.4583371505992,784803.5062595505,737686.3125012971,16109.871044984364,27793.59350873705,1608.0499173422472,3567.327738643984,2467.624687936361,261687.1789765321,0.0915155444503192,49999.999999812426,True,1100000.0,150000.0,0.01,,
861,-39.23365981042133,780110.0341881537,757479.9748224289,16130.922036318236,27838.563642844383,758.4832862166104,3045.692109576347,2359.667129646716,232400.3239487912,0.078207905624251,49999.99999934044,True,1100000.0,150000.0,0.02,,
862,-53.31803066712041,790373.4420692218,761781.2016534007,15924.785739317294,28288.481577792645,945.4815125296636,2540.29502439112,2318.8549494620133,215206.02103901515,0.0689479060669868,49999.99999994272,True,1100000.0,150000.0,0.03,,
863,-71.71961024852321,802321.6529450112,748717.9885617839,15696.271020479811,28753.6947763448,1765.7077270563598,2108.715200648159,2296.445197487653,204428.36799394505,0.0629300454027194,49999.94701879863,True,1100000.0,150000.0,0.04,,
864,-89.19558445966788,819803.2431226992,692459.1939688044,15388.244162486197,29340.22242339851,4305.457479766259,1785.621315882894,2300.5078494733625,199081.5018423056,0.0578782973559163,49999.99999987113,True,1100000.0,150000.0,0.05,,
865,-106.06540869761716,827316.4204841784,740004.9056838194,15235.056962783328,29650.8828525237,2799.7368644039825,1554.4576645950046,2340.0137917001834,192415.395915046,0.0539073587189419,49999.99999973417,True,1100000.0,150000.0,0.06,,
866,-120.29856766287008,835827.4996461738,733035.5319553125,15069.91112136836,29975.916797326063,3256.701498973508,1385.6392314134378,2373.670737493745,188146.6578894541,0.0502594161688369,49999.999999990505,True,1100000.0,150000.0,0.07,,
867,-130.01214662558624,852764.7226619845,675825.9857044086,14779.914311945276,30488.90244206306,5742.575900332482,1270.1384968794655,2399.88835003644,186406.2812787473,0.04665301097951,49999.9999997538,True,1100000.0,150000.0,0.08,,
868,-140.01240275909674,865982.4207233473,660392.3720533628,14555.539655099072,30898.09790807053,6621.0324557633785,1178.712500761484,2422.010757792641,183711.1596375172,0.0439577382406912,49999.99999969021,True,1100000.0,150000.0,0.09,,
869,-141.01676822446694,866174.1368142524,500000.0000028508,14507.402764088396,31051.301158157286,13082.244669783724,1102.4339600639762,2269.7430238788925,174678.01831715656,0.0319711999194571,49999.99999958576,True,1100000.0,150000.0,0.1,,
870,-38.89098480349461,766906.9202307012,726765.7250294415,16409.69817964571,27218.599957608218,1381.2762055033415,3891.052341723464,2542.656559200153,283302.75168638653,0.1017151890119892,500.1459184393342,True,1100000.0,200000.0,0.005,,
871,-36.32296238612626,772738.3347311902,731606.7533158531,16296.149879739927,27466.55808808739,1410.36048549001,3703.352870621328,2508.1116416067484,269406.7821873641,0.0939352032334771,49999.99999996537,True,1100000.0,200000.0,0.01,,
872,-35.90406316529176,778707.5851044278,743885.0630575685,16157.54385254695,27804.01790474116,1177.5625986091788,3348.493673684137,2453.3320518907285,246413.3380129525,0.0815779933161089,49999.99999968293,True,1100000.0,200000.0,0.02,,
873,-41.30231218882571,784950.3220235562,750876.4304598387,16015.078826189188,28143.562888222223,1138.602985070028,3014.111950727766,2394.6994188932804,224558.4330759228,0.0708270713998352,49999.999999796615,True,1100000.0,200000.0,0.03,,
874,-51.9574104778828,806460.7551447795,740990.2720639298,15645.76010543941,28865.52776824245,2173.4420210859853,2717.9998112370704,2403.517559964449,215348.2024213749,0.0644279436465906,49999.999999707616,True,1100000.0,200000.0,0.04,,
875,-63.81084464244402,811281.7016989358,745150.7090706853,15529.984069472444,29136.77384242874,2159.6048504136606,2466.4528728865635,2427.0886411411607,206499.44097383815,0.0584864437677794,49999.99999987424,True,1100000.0,200000.0,0.05,,
876,-77.43077753686441,825114.2717223596,665355.9194428141,15277.493064664686,29630.410166023292,5452.675808078976,2225.718552150692,2431.1989195836404,201974.9763804291,0.0527342977241759,49999.99999813989,True,1100000.0,200000.0,0.06,,
877,-91.31143913830114,814882.2543249403,743131.2501195305,15391.145374500762,29502.663516185712,2279.2742573917494,2072.257728712145,2509.9668297793846,193552.8219885462,0.0488048100225809,40228.34390191388,True,1100000.0,200000.0,0.07,,
878,-103.80206061461972,846410.4019224691,743347.6002976362,14891.894907328431,30369.148450956432,3197.918496682853,1956.403682218044,2532.0806107825124,192251.1566959672,0.047436359579045,33442.8620724184,True,1100000.0,200000.0,0.08,,
879,-112.74898080010313,877878.8688743222,680673.2560715089,14398.978553357714,31179.28807083343,6256.133505587555,1856.1544004853995,2516.38556544438,194461.31464517085,0.0465833164061328,29728.43902741642,True,1100000.0,200000.0,0.09,,
880,-127.65860686886091,882557.7982261886,746880.261002576,14302.410351413875,31357.428658267392,4014.8020791869767,1762.5754806802524,2541.985341028578,188290.61028001204,0.0454174034328948,29060.61582416456,True,1100000.0,200000.0,0.1,,
881,-39.87413736581227,766316.5865352034,723183.0881528632,16419.30820074824,27198.552903613014,1487.9936007646554,3933.119935970912,2544.214440943469,,,500.0000000315013,True,1100000.0,250000.0,0.005,284435.6768487612,0.1022349282552882
882,-37.172748801072615,763924.7391901724,738063.633923523,16431.40430500222,27219.523313516747,883.1534928863462,3822.74522560086,2523.851998030215,,,49999.999999527405,True,1100000.0,250000.0,0.01,271469.55407989345,0.0944039798985724
883,-35.3697758334219,774405.5996230843,741823.1886914814,16222.272566455096,27690.50767229654,1108.1687832857783,3549.104840742512,2463.9713483442547,245995.83830481875,0.0804005403452428,49999.99999983312,True,1100000.0,250000.0,0.02,,
884,-36.8982897190571,776103.9367628925,749024.1184425193,16149.05273152648,27909.017478686208,908.1676773115536,3306.4962259774065,2475.9947428149108,,,49999.999999672,True,1100000.0,250000.0,0.03,232761.18510316385,0.071346669011646
885,-41.732850906349775,773193.9964045509,760437.5246684081,16142.37755917023,27998.37937616606,420.0166904721646,3087.073036658011,2483.9374718271806,216710.1043281327,0.0619778776283051,49999.99999946097,True,1100000.0,250000.0,0.04,,
886,-49.70386644752405,795029.2900759868,753546.4156920861,15772.888334390684,28726.358806702305,1353.6076264694343,2892.4573305808567,2505.620586257789,210123.3012654664,0.0573787280421657,49999.999999413456,True,1100000.0,250000.0,0.05,,
887,-59.70005660265532,821608.4239337363,755663.133529226,15338.127848285258,29532.248042763884,2107.407497454742,2739.092356990744,2527.809489949204,204281.05121950703,0.0537040756693519,46652.77330551222,True,1100000.0,250000.0,0.06,,
888,-69.66594173021278,821010.0206947444,734763.2974322356,15304.142878999202,29657.346275066644,2764.421152722703,2575.4981383976738,2579.9518071370767,,,35429.2712011838,True,1100000.0,250000.0,0.07,199007.7101905885,0.0486763362081162
889,-80.18511611620238,837746.5499791858,731437.9454078239,15021.94827195451,30178.731668471755,3349.360303643852,2459.5730296933293,2611.9168802590666,195565.57808023828,0.0460170425472942,27854.95938649139,True,1100000.0,250000.0,0.08,,
890,-88.4814156105405,852779.7606647856,630328.4168925653,14761.573344136854,30675.5664697944,7435.316425458175,2307.943450141742,2610.899727977977,194397.7881491943,0.0401351618956393,24428.82291647983,True,1100000.0,250000.0,0.09,,
891,-98.55611936096672,873046.8673812809,682929.1516512983,14439.374022840411,31205.059142804013,5968.132676425455,2264.660560825373,2653.450414369139,192238.5674411871,0.0412100916340354,19906.72463596563,True,1100000.0,250000.0,0.1,,
892,-40.52371100384196,757664.0072884016,726447.8972882145,16550.083378701205,26961.24209167201,1078.3044644612796,3981.538558035069,2532.664199482713,,,500.0000000050008,True,1100000.0,300000.0,0.005,281436.0598996596,0.100973798425153
893,-38.84473104035964,774355.495717413,716815.4706405457,16271.172650432274,27513.15266057406,1993.0053068974992,3843.488921998202,2539.593204171993,,,49999.99999998988,True,1100000.0,300000.0,0.01,276095.9350264557,0.0953399413793896
894,-35.71532232107327,770545.7959183656,741709.6609762955,16277.994524597383,27582.702565156516,979.3765432625452,3694.702155329584,2513.3071113264223,253202.639143758,0.081972242922125,49999.99999974874,True,1100000.0,300000.0,0.02,,
895,-35.78009921784273,773548.7155187267,742526.853249254,16184.044938940096,27839.60334572929,1046.7809830074582,3503.6959853046965,2500.606640907932,235923.76297858093,0.0716342461830992,49999.99999945058,True,1100000.0,300000.0,0.03,,
896,-38.5336241059418,792538.8861110241,763161.9451450802,15852.648554959262,28496.255461630968,962.393450641025,3366.769060237306,2564.1549939982924,228850.21458926977,0.0647470837743224,49999.9999993765,True,1100000.0,300000.0,0.04,,
897,-42.55299697575671,784699.4819176282,759841.6350587786,15924.180310575402,28454.54468847828,809.5501831020271,3198.645171637125,2557.241225261148,,,49999.99999972609,True,1100000.0,300000.0,0.05,212056.1581332058,0.056401261688985
898,-49.318484793073424,796245.0307154479,755396.4278292288,15709.800242941048,28901.964830589062,1316.3970040094,3058.268284317798,2604.646789443988,,,49999.99999983463,True,1100000.0,300000.0,0.06,205451.4702050592,0.0513241235558922
899,-57.58077018698944,813562.4336391925,730344.1946865469,15413.395532653669,29478.38929821761,2689.6658709817702,2922.3136616986835,2644.1422942326817,201381.46100049652,0.0472804749080384,44318.288828654295,True,1100000.0,300000.0,0.07,,
900,-65.99917289139333,829847.9535012315,695042.5357962823,15133.182752142136,30015.56047100545,4399.603981753739,2797.888449391748,2702.036842854831,199976.613536313,0.0431208987759409,29227.65527447869,True,1100000.0,300000.0,0.08,,
901,-73.86938505693931,845169.6922835455,678018.9135618433,14874.61452187991,30486.94965731171,5415.958272675935,2703.2385874325623,2705.349835213044,,,22541.616695396624,True,1100000.0,300000.0,0.09,195432.51047753656,0.0403577006786781
902,-82.68460412266687,865480.8612397211,721267.832218678,14552.330261341383,31034.097493710924,4416.570695597238,2671.132808049897,2742.1757512293448,,,17061.4522941272,True,1100000.0,300000.0,0.1,193501.4008068593,0.0407116334053261
903,-41.6390221438362,761526.9835046337,736634.7963499584,16485.21359470209,27073.365108223643,845.5257078757694,4064.827770970506,2653.6306162854285,,,500.0000000000003,True,1100000.0,400000.0,0.005,301469.5029305962,0.1057703625086465
904,-39.7374525322473,753137.6383449228,732892.3563880702,16587.456773493046,26925.861649806797,694.2496299194798,3987.240778026893,2552.5665140848337,,,500.0000000079726,True,1100000.0,400000.0,0.01,276687.2923325502,0.0956149204527784
905,-37.05252408227741,756256.6065456097,739215.8185118438,16488.248351846294,27187.35401533132,580.4060996136644,3877.702601268031,2543.276853861957,,,49999.999999562846,True,1100000.0,400000.0,0.02,257304.2451107287,0.082417040526845
906,-36.21811662069831,771208.3695304483,733440.1194916758,16212.582655466502,27772.788513152795,1284.9358462858297,3752.265799935225,2554.3395050350523,,,49999.999999492415,True,1100000.0,400000.0,0.03,242608.44454021385,0.0719949154332148
907,-36.5201398927546,773471.8447506356,733054.4097192686,16129.561303284863,28003.641199513306,1366.4568494427483,3648.0776637611193,2595.480152020192,,,49999.99999982672,True,1100000.0,400000.0,0.04,230265.5693319596,0.0627212559413407
908,-39.87586831581451,797373.3542166944,718750.8673923002,15731.523848495946,28781.40701473662,2644.706062581713,3535.219829823013,2622.068644093707,,,49999.99999953256,True,1100000.0,400000.0,0.05,222962.58292700577,0.0571853733979464
909,-41.27916436289029,775893.1297898588,759740.804791913,16003.756770547692,28365.79772086822,521.9672768159361,3504.074294485024,2674.5859802579475,204523.04262604425,0.0484888862271794,49999.99999966064,True,1100000.0,400000.0,0.06,,
910,-47.36238389972683,804270.8986094871,696852.9059863521,15543.860468854762,29250.13980939032,3588.218427254912,3340.0065399714226,2706.64975226817,,,49999.999999716056,True,1100000.0,400000.0,0.07,203826.52345269508,0.04440822187359
911,-52.12520067572676,814268.5886392535,738795.2785386926,15356.10450983964,29608.07506548545,2397.5742004698272,3332.9314747367857,2780.935028606631,,,49999.99999919407,True,1100000.0,400000.0,0.08,197475.74507913424,0.0414911960799171
912,-58.10926351595141,831489.7445734243,680927.9012073315,15070.209986248929,30165.866658091025,4914.403699457687,3199.1494835089884,2807.4947144319544,195125.19632856813,0.0369438336207748,27785.267292225228,True,1100000.0,400000.0,0.09,,
913,-63.8877565776462,856540.9335671647,680031.999748354,14676.6846133575,30844.878684662,5627.961152320417,3165.855331343913,2816.0976684368525,,,13382.37648362209,True,1100000.0,400000.0,0.1,194198.21617699583,0.0364046159749694
914,-42.39731792232975,780191.8876504186,701555.9842344197,16200.2053309669,27595.49636483861,2744.271099576471,3984.036088295301,2575.415946396636,,,500.000000050348,True,1100000.0,500000.0,0.005,291304.31308158627,0.1030975220571207
