sample,ll,T_NDH,T_OOA,T_LS,T_L_S,N_Anc,N_Vin,N_MH,N_Yor,N_OOA,N_Stu,N_Ust,N_Los,m_SY,m_LY,p_H_N,p_N_OOA,p_L_S
43,-172.56448460836958,847794.3242820071,53247.997401270375,51370.61428290464,28453.55410565024,16713.132050720447,2289.021803244964,29863.010347298492,19488.162165318896,123.2498325893185,8413.148155948995,19999.99999996556,1420.7501841297642,8.678735181824783e-06,5.468180391133813e-05,0.15875855345041093,0.02601465395621695,0.5363840449619303
44,-146.4792226976029,796589.1076855237,53678.26691669367,52459.072214349064,29257.776241790732,17034.51520437566,2302.890380652157,28530.273745467188,27514.18609930894,98.09085252824245,9999.999999997557,1786.387294326965,1585.7524842673702,1.492648937498377e-05,4.324672310434924e-05,0.14013486799016936,0.019428584396174144,0.6630904727825432
45,-99.19992943944415,803541.5088177221,54201.85504308699,52574.370727823996,28149.643194078737,17208.103342987248,2274.661158114861,28968.641065073574,14425.414488500917,115.16314936753551,5612.924896356317,2291.453306837246,1305.9773444567481,1.0000000089379722e-08,8.510803077347788e-05,0.15515562549613585,0.018146794143605052,0.5065424909373082
46,-128.07716711669238,809335.1601511642,55393.2522786757,54210.12545485374,22338.727253639034,16683.830280754486,2444.962013019462,30503.62741910424,15511.904149916752,84.46272309789143,4232.210184423163,19999.999999999345,1473.1833870653832,3.966287446876064e-06,7.619272547348248e-05,0.10776856208201989,0.017348495395240537,0.4622348934953317
47,-159.69213818034467,747071.3022297175,54773.84191008465,53269.31837034365,16045.03042055362,17529.876695756797,2348.4836354909567,28479.94594021113,16236.450908202234,110.68169264706538,3879.859827417833,19999.999999741736,1439.0999584155793,1.0000000181781223e-08,7.263206540188319e-05,0.11258306606537635,0.021924814436757124,0.39217888957440206
48,-95.89191911269049,814680.5612240508,53885.813897404056,52549.78339920668,23287.054634830394,16425.69854996536,2316.4126443658406,30035.763614709023,17734.598235867008,92.38805586801702,5252.863261944906,8868.323522655748,1256.955819395478,1.0510530314579939e-06,9.873040545356983e-05,0.12713974523018465,0.022829592602842994,0.45617030134986924
49,-140.20844959838865,843343.7953504148,54623.78735206512,52270.73300314859,24035.8538098702,16732.84529777274,2215.2240861892396,29432.25745101289,17871.077065908605,177.02358050114242,4794.215652614279,1040.4499550175985,1679.0329368214616,6.119895107935787e-06,5.207123553250374e-05,0.15460105166657287,0.018859875706654507,0.4637398518686391
50,-153.19855058010972,849063.7314048375,55395.06546738668,54425.76711691532,25348.57435662828,16854.871589745122,2315.9521896904935,28732.479735005854,34842.0102306018,75.21777732105824,4759.349161946254,8804.075755984728,1606.890983028018,1.0000000094246549e-08,5.07658818500055e-05,0.15855682065166882,0.021830540233606192,0.5410527991540088
51,-100.98881772822739,839224.2866867235,56942.36618392578,55017.18356833632,31078.77668946976,16639.691384443395,2211.328099548283,31403.93103650301,16255.343794413284,131.77965238733248,5059.545332499589,1377.237279949432,1568.1195886562307,3.631484354598097e-05,6.344311733900335e-05,0.14400299733937194,0.025658750193160298,0.6665093171023213
52,-112.14588838040152,854423.638122766,54050.52087348956,52032.48351977453,30084.04555900635,16161.3158789875,2093.26005396563,31427.420846336376,16934.81208970229,133.10467680872864,6701.920329167251,3271.902593170239,1441.4072329206622,4.480382018625902e-05,6.472056791959566e-05,0.17072022264540138,0.026095720666950033,0.652307041394084
