sample,ll,T_NDH,T_ND,T_AWN,T_CV,N_Anc,N_H,N_ND,N_Den,N_N,N_Alt,N_Chag,N_Vin,p_S_D,p_H_N,p_H_WN,m_ND
49,-370.4189674146578,706242.2127568591,635956.2972046431,125917.91633360073,65068.09858103726,17716.36160370559,27042.037617961287,3544.456624827513,3173.3621231746793,2564.603855113377,580.4342697084268,563.6930689132647,955.4135371568317,0.006924507718931747,0.05330880005657632,0.018196425861963995,4.033715888501829e-06
50,-354.79198376587647,674389.3231231489,646887.1805607232,118993.53772858735,59574.75783787476,18325.660722768305,26375.11002274197,1569.043382526816,3307.6179667754027,2554.773216119065,182.7701211222157,197.71497892671425,874.9657971775827,0.01628542198478768,0.06954770936311995,0.010931843389495774,5.17662701546184e-06
51,-364.8175387364256,707957.578249629,683427.4549955932,117773.25761368251,63175.364666628484,17984.048342455037,28048.602454710457,1154.6676791613704,3500.5126033734455,2686.2840006523165,142.57998800395748,455.6823337295903,1093.5663317381052,0.0075844710044348715,0.08683258431503589,0.009299506498980717,3.577223095149891e-06
52,-323.2672355404934,750651.5118546868,711401.3110117491,118351.12742579504,60665.42475477069,17617.387229999295,28418.45542076532,2522.7650524022824,3272.320840940718,2543.277405932157,161.70147414189495,288.62498077255884,873.366340202929,0.006144311135592771,0.06809501334234547,0.01230675470006294,5.943999466677899e-06
53,-359.960614103993,767605.1801367919,739833.9155007779,118645.01132810477,60717.64401879746,17048.28922049226,29308.806898402552,2880.966376648071,2830.41075978889,2391.304388463094,143.9048740190837,299.810488829534,868.9842861862909,0.005958588445298901,0.050694825785222615,0.015838975221933768,8.078914771383374e-06
54,-318.54265922083476,750590.8140466529,733716.3213729966,128551.64472807664,62042.32848751451,17151.32449275294,28173.175611309533,750.2900035332935,3374.300417228212,2630.9247995617006,714.1435415034418,308.5968036422136,930.0384833882905,0.011978389123361058,0.06479623180396128,0.017192544229889212,3.4061513109748077e-06
55,-375.0637645291399,663545.1782893302,650950.3461789143,121128.99564319482,62322.81165413234,18671.57940211903,26363.82811464095,652.5059331985286,3299.5237905731997,2506.5100662447653,417.58855107856846,453.43991094708946,1054.0127515651097,0.014083351430070569,0.07377676967162732,0.01599104533751058,4.4007269768059905e-06
56,-333.43417530278896,731517.9953915956,701302.9797759334,121479.38237866678,62408.45755143414,17685.424086444804,28035.293229567793,1759.8211547248345,3178.650782555471,2653.2280470923597,356.0481784549175,394.4155446160849,974.0678010340137,0.003803596909036757,0.06692370980353585,0.010694401199595445,4.8125402242854665e-06
57,-429.96495642262016,730999.5497557475,727387.701756542,121903.35816103518,62627.53665468093,17269.385166165503,28647.708535782796,194.33155543025507,3190.092527016512,2755.261529884227,372.8171759511697,344.5169846496754,838.7343972143672,0.011277457212133413,0.060640447815300695,0.007884504010308033,4.93621096579428e-06
58,-468.28176887144934,730567.6596390954,686754.8065794371,122443.42664501072,62269.82903202073,17642.30714454103,28192.29040518912,2085.076002313934,3301.318809851419,2710.71804337991,374.53275188458053,367.3622774780504,914.1184927050651,0.004314135410694805,0.0705625998136922,0.012535918502004497,3.3659599123043435e-06
59,-408.45150779972414,704917.6056485532,684783.4150085532,139501.20015373913,60590.53124669362,18226.305618898103,27722.14781776517,735.6898498438364,3770.994535423933,2961.233038536834,1836.0229793876772,256.88997497938084,903.904036271651,0.004315524030586246,0.05336155728227045,0.016142609023945424,2.1232513156965802e-08
60,-407.5481351615542,669923.1151873886,651377.2563958976,132443.1784374882,62257.58979315335,18201.28826450213,27086.1060466369,700.185016674328,3624.84728606594,2805.42421717119,1320.5098788296339,303.1517343491731,824.0725324910608,0.00034008941520850724,0.06736606494820653,0.013388573463860336,5.472876433521491e-08
61,-356.4086080502134,725715.5317262866,674151.2790310637,118574.28112215575,63118.850387793624,18058.664437658823,27893.782178860867,3313.3467042682196,3037.4180780922147,2435.328727368061,153.89119965922814,352.95200915775206,1030.8089787379695,0.004937185626597695,0.07779197632476292,0.013140203458051353,6.465084533665533e-06
62,-416.6780930145097,722260.4586528698,714714.32370681,120106.09153744578,61696.745690146905,17656.438927164578,27830.796824944184,485.59656139979717,2988.641137111218,2668.117269940551,242.3207238509256,374.48177911474625,931.9243051616418,0.0032090850628898908,0.06331017695342234,0.008560258610720435,5.751181134746318e-06
63,-444.22113700560766,700386.1597931351,692740.3731737962,125320.2609108651,63685.93286524177,18120.808695991105,27953.220859563462,469.2813750400297,3146.762997961599,2470.8972605271783,654.7360605622474,386.6404504185586,858.536277668616,0.004622150908616698,0.062324270354021424,0.017040591134248627,5.205088317861139e-06
64,-360.81366889514317,732704.6638789969,669579.2992951563,120872.48675538502,63449.64076458257,17510.912754687553,28457.989898507276,3359.7770409149816,3110.2544777709363,2629.0283463170126,274.84787467565246,474.1125023084592,886.400952488209,0.012597434246981842,0.06809941980156435,0.008283519045063869,5.297629482020465e-06
65,-393.65397424108914,761772.1772305814,736844.1047979955,119169.3397915632,61578.26904743371,17581.706606210395,27802.64189494702,1196.2247403053518,3228.923372003501,2606.8850848811526,251.12959473286057,357.2231978391702,903.0357403283018,0.004978273126185275,0.07420435842070079,0.014506562791646622,4.315683568039102e-06
66,-344.3055101956348,690302.3813376626,632926.9614717427,136741.6228733876,63937.62202121301,18105.27416120982,26716.183812940686,2078.1055592464277,3828.0488863286905,2728.151917721386,1984.9997097005887,392.05526077905904,1142.7988595936351,0.009817854428818695,0.0689797136778976,0.015045262973231034,1.0000000012077185e-08
67,-466.6180005996273,696977.8723810804,621525.9505164141,117929.13361357311,63981.30983151375,18153.624718289924,26850.748334738175,4424.977944936457,2999.5212370434597,2333.2928556114234,152.21468130416403,418.0912010528765,941.531734521055,0.006053809436080767,0.0855978965932728,0.015995050084026186,5.603049753418829e-06
68,-300.061560474349,734428.8941621995,709011.3262649146,120489.95238408893,61523.209824360776,17532.430114770083,28262.58362025556,1508.361951235696,3191.738495880029,2675.5313221476904,368.82310152714473,271.24734665988166,837.4006271705277,0.009774746390308115,0.06300089205732011,0.012585180662917101,5.119720921785565e-06
69,-408.1634089046871,684433.5545819632,651332.0647666289,122988.01363897412,63752.54652412558,18232.826085738758,26659.640452370502,1648.9465657712108,3198.360673573006,2947.385969731634,415.7048699511266,470.600886867522,888.1352539931262,0.016752408573438342,0.04464418635055418,0.010781079196155612,3.5589456426811997e-06
70,-413.4001035960605,693295.173099716,647003.128315888,124578.09142993153,58781.76865316042,17828.789914917914,26593.688787195028,1794.6966370225266,3694.548452639341,2995.0715688977957,497.0399299156845,139.3318181971003,613.3013698708635,0.007687187372901098,0.054257349657330936,0.01241294661820747,5.069675602642889e-07
71,-457.8406339281351,756927.2016899047,755504.1137124735,119838.0957193056,61487.09693125016,16934.904069618206,28723.935222374486,103.84464910641964,2985.1181954999224,2532.3557923581,245.50753385760947,309.72194059251757,765.0316330231827,0.006388713110093521,0.0604789438387742,0.014939486199600125,6.4854284676427725e-06
